duplicate_group_id,document_id,duplicate_type,compared_document_id,sha256_match,recommended_action,notes
EXACT-2825c173b1b7,GDL-8c80f570ece4,exact_duplicate,GDL-8c80f570ece4,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-DF1FDBBAF040/versions/2025-04-17_1078893/amendment_reason/개정사유.hwp
EXACT-2c0e7da08a44,GDL-8e0c20955c69,exact_duplicate,GDL-8e0c20955c69,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,"sources/raw/guidelines/sources/university_guidelines/current/총무과/GUIDE-05463166A023_공익신고 처리 및 신고자 보호 등에 관한 운영지침 알림 ,/한국교통대학교 공익신고 처리 및 신고자 보호 등에 관한 운영지침.hwp"
EXACT-2c0e7da08a44,GDL-8e0c20955c69,exact_duplicate,GDL-8e0c20955c69,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-05463166A023/versions/2023-02-03_1058567/full_text/한국교통대학교 공익신고 처리 및 신고자 보호 등에 관한 운영지침.hwp
EXACT-2d44be599c00,GDL-7e24a4aea2f1,exact_duplicate,GDL-7e24a4aea2f1,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/충주생활관/GUIDE-1A257791444A_충주생활관 숙박시설 관리운영 지침/충주생활관 숙박시설 관리운영 지침(2024.1.11 지침 제516호).hwp
EXACT-2d44be599c00,GDL-7e24a4aea2f1,exact_duplicate,GDL-7e24a4aea2f1,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-1A257791444A/versions/2024-01-11_1066311/full_text/충주생활관 숙박시설 관리운영 지침(2024.1.11 지침 제516호).hwp
EXACT-2d5677710a31,GDL-343e3affdf72,exact_duplicate,GDL-343e3affdf72,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-7E539D053E6C/versions/2023-04-11_1060154/amendment_reason/개정사유 및 신구조문 대비표(교양교육과정 편성지침).hwp
EXACT-2da58ae5ffaa,GDL-6fb72e196639,exact_duplicate,GDL-6fb72e196639,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-455F4866B490/versions/2020-09-17_1036656/full_text/붙임. 한국교통대학교 특화산업별 산업체협업센터(ICC) 운영지침.hwp
EXACT-2db3194b5f5c,GDL-5a8130e1fab5,exact_duplicate,GDL-5a8130e1fab5,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/교무과/GUIDE-3001FFAB8F01_재정지원사업 참여 학사조직 지원 등에 관한 지침/# 정부재정지원사업 참여 학사조직 지원 등에 관한 지침(공포문).hwp
EXACT-2db3194b5f5c,GDL-5a8130e1fab5,exact_duplicate,GDL-5a8130e1fab5,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-3001FFAB8F01/versions/2020-12-29_1038346/full_text/# 정부재정지원사업 참여 학사조직 지원 등에 관한 지침(공포문).hwp
EXACT-2dc2347f28b7,GDL-ddc85ecec626,exact_duplicate,GDL-ddc85ecec626,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-89ED9E4979D2/versions/2015-04-20_5058/full_text/전임교원 사외이사등 겸직에 관한 지침.hwp
EXACT-2dd0db103d03,GDL-aed855c1b5df,exact_duplicate,GDL-aed855c1b5df,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/기획과/GUIDE-F5F14FC3B207_대학교육 및 교육수요자 지원 프로그램 환류를 위한 업무처리 지침/대학교육 및 교육수요자 지원 프로그램 환류를 위한 업무처리 지침(2016.1.1. 제86호).hwp
EXACT-2dd0db103d03,GDL-aed855c1b5df,exact_duplicate,GDL-aed855c1b5df,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-F5F14FC3B207/versions/2016-01-01_5103/full_text/대학교육 및 교육수요자 지원 프로그램 환류를 위한 업무처리 지침(2016.1.1. 제86호).hwp
EXACT-2e638653ceef,GDL-d3277ff19980,exact_duplicate,GDL-d3277ff19980,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-013DFECC88F6/versions/2018-01-17_1013902/full_text/한국교통대학교 교육과정 편성지침.hwp
EXACT-2f1d2987cd71,GDL-f21a0f9a8b63,exact_duplicate,GDL-f21a0f9a8b63,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,"sources/raw/guidelines/sources/university_guidelines/current/공동실험실습관/GUIDE-48C5BC1A8347_대외직명제 운영 지침 ,/제102호 대외직명제 운영 지침(알림).hwp"
EXACT-2f1d2987cd71,GDL-f21a0f9a8b63,exact_duplicate,GDL-f21a0f9a8b63,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-48C5BC1A8347/versions/2016-10-06_5121/full_text/제102호 대외직명제 운영 지침(알림).hwp
EXACT-2f329b0cde79,GDL-ac0f14063c5a,exact_duplicate,GDL-ac0f14063c5a,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-AEA00C225CDC/versions/2015-04-20_5060/full_text/한국교통대학교 전임교원 신규채용 전형지침_20150519.hwp
EXACT-2f3f3231dc4e,GDL-309d9ab0dc5a,exact_duplicate,GDL-309d9ab0dc5a,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-A12FD1E1307D/versions/2019-05-14_1024654/comparison_table/졸업자격인증제 운영 지침 개정(신구조문대비표).hwp
EXACT-2f5c01e02f14,GDL-b2e69b89f754,exact_duplicate,GDL-b2e69b89f754,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-85D7B765E265/versions/2015-08-28_5100/other/전임교원 강의책임시간 감면지침 일부개정(2015.8.28).hwp
EXACT-2fc47acd3a9c,GDL-343e3affdf72,exact_duplicate,GDL-343e3affdf72,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-7E539D053E6C/versions/2024-12-31_1076185/full_text/국립한국교통대학교 교양교육과정 편성지침(2024.12.31. 지침 제587호).hwp
EXACT-318f93bbe43a,GDL-b4c2a1c2ac68,exact_duplicate,GDL-b4c2a1c2ac68,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/산학협력단/GUIDE-A7B459C18344_지식재산권에 관한 규정 시행지침/국립한국교통대학교 지식재산권에 관한 규정 시행지침(2023.12.21. 지침 제518호).hwp
EXACT-318f93bbe43a,GDL-b4c2a1c2ac68,exact_duplicate,GDL-b4c2a1c2ac68,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-A7B459C18344/versions/2023-12-21_1065673/full_text/국립한국교통대학교 지식재산권에 관한 규정 시행지침(2023.12.21. 지침 제518호).hwp
EXACT-31d44a393168,GDL-a1a319d4b286,exact_duplicate,GDL-a1a319d4b286,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-FB3F588A8AFC/versions/2015-04-20_5069/full_text/9-산학협력상지침.hwp
EXACT-31dd65954671,GDL-f2f8b1295412,exact_duplicate,GDL-f2f8b1295412,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-D2124BB316B4/versions/2025-04-01_1078467/amendment_reason/개정사유(국립한국교통대학교 학생자치기구 선거 시행세칙).hwp
EXACT-32733ce07640,GDL-d795ba5c8eb7,exact_duplicate,GDL-d795ba5c8eb7,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-0569F1E586C1/versions/2020-12-14_1037928/other/한국교통대학교 행정조직 팀제 운영지침 일부개정(2020.12.14. 지침 제318호).hwp
EXACT-32808fd90ce9,GDL-123a1df8db96,exact_duplicate,GDL-123a1df8db96,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-3A17FC638960/versions/2016-03-07_5127/full_text/국제학술회의-참가경비-지원지침.pdf
EXACT-32e2c8521aad,GDL-48ba591d5864,exact_duplicate,GDL-48ba591d5864,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-954441036B94/versions/2017-01-25_5105/full_text/사이버강좌 운영지침(2017.1.25).hwp
EXACT-3415e72c8982,GDL-ab80c302ea7b,exact_duplicate,GDL-ab80c302ea7b,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/의왕생활관/GUIDE-1C292ECD8FC6_의왕생활관 관생생활수칙/의왕생활관 관생생활수칙(2026.7.16. 지침 제664호).hwp
EXACT-3415e72c8982,GDL-ab80c302ea7b,exact_duplicate,GDL-ab80c302ea7b,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-1C292ECD8FC6/versions/2026-07-16_1123256/full_text/의왕생활관 관생생활수칙(2026.7.16. 지침 제664호).hwp
EXACT-3485ed3e1aaa,GDL-0fee367e8563,exact_duplicate,GDL-0fee367e8563,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-28D123720567/versions/2024-07-10_1072173/full_text/의왕생활관 관생선발지침.hwp
EXACT-352de4421315,GDL-85ea26f926f5,exact_duplicate,GDL-85ea26f926f5,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/학사관리과/GUIDE-1508BFF2B32D_교육과정 및 강의 관리 지침/교육과정및강의관리지침.hwp
EXACT-352de4421315,GDL-85ea26f926f5,exact_duplicate,GDL-85ea26f926f5,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-1508BFF2B32D/versions/2017-06-12_1008834/full_text/교육과정및강의관리지침.hwp
EXACT-3664032b9c51,GDL-42080ca089c9,exact_duplicate,GDL-42080ca089c9,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,"sources/raw/guidelines/sources/university_guidelines/current/취업성공지원과/GUIDE-919D9E57DA8B_K+상담이음 통합위원회 구성 및 운영지침 ,/한국교통대학교 K+상담이음 통합위원회 구성 및 운영지침 전부 개정(지침 제481호).hwp"
EXACT-3664032b9c51,GDL-42080ca089c9,exact_duplicate,GDL-42080ca089c9,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-919D9E57DA8B/versions/2023-04-07_1060058/full_text/한국교통대학교 K+상담이음 통합위원회 구성 및 운영지침 전부 개정(지침 제481호).hwp
EXACT-36f779da539d,GDL-4cca76bcc4ce,exact_duplicate,GDL-4cca76bcc4ce,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/교무과/GUIDE-A6F09F22A73A_교육공무원 복무처리 요령/한국교통대학교 교육공무원 복무처리 요령(지침)_전문.hwp
EXACT-36f779da539d,GDL-4cca76bcc4ce,exact_duplicate,GDL-4cca76bcc4ce,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-A6F09F22A73A/versions/2023-12-05_1065280/full_text/한국교통대학교 교육공무원 복무처리 요령(지침)_전문.hwp
EXACT-371ec79dc079,GDL-e5f92e30edf0,exact_duplicate,GDL-e5f92e30edf0,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/기획과/GUIDE-941117C1E843_미래위원회 운영지침/한국교통대학교 미래위원회 운영 지침(2021.03.17. 지침 제351호).hwp
EXACT-371ec79dc079,GDL-e5f92e30edf0,exact_duplicate,GDL-e5f92e30edf0,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-941117C1E843/versions/2021-03-17_1041050/full_text/한국교통대학교 미래위원회 운영 지침(2021.03.17. 지침 제351호).hwp
EXACT-3743b5451f14,GDL-309d9ab0dc5a,exact_duplicate,GDL-309d9ab0dc5a,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-A12FD1E1307D/versions/2019-05-14_1024654/full_text/졸업자격인증제 운영 지침 개정(지침).hwp
EXACT-379e81f5a4c6,GDL-cc6c7f3a04fa,exact_duplicate,GDL-cc6c7f3a04fa,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/산학협력단/GUIDE-B0BED12911DA_산학협력단 부속기관 설치 운영 지침/국립한국교통대학교 산학협력단 부속기관 설치·운영 지침-549호20240607.hwp
EXACT-379e81f5a4c6,GDL-cc6c7f3a04fa,exact_duplicate,GDL-cc6c7f3a04fa,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-B0BED12911DA/versions/2024-06-07_1070476/full_text/국립한국교통대학교 산학협력단 부속기관 설치·운영 지침-549호20240607.hwp
EXACT-37bafe858f62,GDL-f2f8b1295412,exact_duplicate,GDL-f2f8b1295412,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-D2124BB316B4/versions/2025-12-03_1084397/amendment_reason/개정사유(국립한국교통대학교 학생자치기구 선거 시행세칙).hwp
EXACT-37dd9da92dc6,GDL-a618fe71808a,exact_duplicate,GDL-a618fe71808a,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/입학관리과/GUIDE-C1B0F4B80772_학생부종합전형 공정성 확보시스템 운영 지침/학생부종합전형 공정성 확보시스템 운영 지침(2020.03.30.지침 제257호).hwp
EXACT-37dd9da92dc6,GDL-a618fe71808a,exact_duplicate,GDL-a618fe71808a,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-C1B0F4B80772/versions/2020-03-30_1032070/full_text/학생부종합전형 공정성 확보시스템 운영 지침(2020.03.30.지침 제257호).hwp
EXACT-389ba131f7a5,GDL-4980f0d34003,exact_duplicate,GDL-4980f0d34003,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/공동실험실습관/GUIDE-1DBE15CDE2A1_공동실험실습관 기자재선정위원회 운영 지침/한국교통대학교 공동실험실습관 기자재선정위원회 운영 지침.hwp
EXACT-389ba131f7a5,GDL-4980f0d34003,exact_duplicate,GDL-4980f0d34003,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-1DBE15CDE2A1/versions/2020-08-06_1034670/full_text/한국교통대학교 공동실험실습관 기자재선정위원회 운영 지침.hwp
EXACT-391e90a0abf9,GDL-67f31fdb7fc8,exact_duplicate,GDL-67f31fdb7fc8,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/기획과/GUIDE-9419508E3700_학과평가 지침/1 한국교통대학교 학과평가 지침 개정_210323.hwp
EXACT-391e90a0abf9,GDL-67f31fdb7fc8,exact_duplicate,GDL-67f31fdb7fc8,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-9419508E3700/versions/2021-03-23_1041125/full_text/1 한국교통대학교 학과평가 지침 개정_210323.hwp
EXACT-3939a4620c4c,GDL-f2f8b1295412,exact_duplicate,GDL-f2f8b1295412,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-D2124BB316B4/versions/2025-04-01_1078467/full_text/국립한국교통대학교 학생자치기구 선거 시행세칙 전문(2025.04.01.).hwp
EXACT-39f6c1e70fce,GDL-8996d767d6e8,exact_duplicate,GDL-8996d767d6e8,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/기획과/GUIDE-A171780FE5F6_교육수요자 만족도 관리 지침/국립한국교통대학교 교육수요자 만족도 관리 지침.hwp
EXACT-39f6c1e70fce,GDL-8996d767d6e8,exact_duplicate,GDL-8996d767d6e8,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-A171780FE5F6/versions/2026-04-02_1121060/full_text/국립한국교통대학교 교육수요자 만족도 관리 지침.hwp
EXACT-3a8d39c7e416,GDL-c1e3e6bf93e7,exact_duplicate,GDL-c1e3e6bf93e7,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/기획과/GUIDE-51C0961F9EE0_대학혁신지원사업 관리 운영 지침/한국교통대학교 대학혁신지원사업 관리 운영 지침.hwp
EXACT-3a8d39c7e416,GDL-c1e3e6bf93e7,exact_duplicate,GDL-c1e3e6bf93e7,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-51C0961F9EE0/versions/2022-04-05_1050996/full_text/한국교통대학교 대학혁신지원사업 관리 운영 지침.hwp
EXACT-3ad94d0222ee,GDL-85ea26f926f5,exact_duplicate,GDL-85ea26f926f5,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-1508BFF2B32D/versions/2017-03-22_1007701/full_text/교육과정 및 강의 관리 지침.hwp
EXACT-3bb6e587e930,GDL-3314fe7f158b,exact_duplicate,GDL-3314fe7f158b,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/산학협력단/GUIDE-F7902077824E_산학협력 발전위원회 구성·운영 지침/한국교통대학교 산학협력 발전위원회 구성·운영 지침.hwp
EXACT-3bb6e587e930,GDL-3314fe7f158b,exact_duplicate,GDL-3314fe7f158b,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-F7902077824E/versions/2020-02-14_1030817/full_text/한국교통대학교 산학협력 발전위원회 구성·운영 지침.hwp
EXACT-3d0367607951,GDL-02e60a5d63c4,exact_duplicate,GDL-02e60a5d63c4,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,"sources/raw/guidelines/sources/university_guidelines/current/총무과/GUIDE-D54239CBDF0A_공직자의 이해충돌 방지제도 운영지침 알림 ,/한국교통대학교 공직자의 이해충돌 방지제도 운영지침.hwp"
EXACT-3d0367607951,GDL-02e60a5d63c4,exact_duplicate,GDL-02e60a5d63c4,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-D54239CBDF0A/versions/2022-05-19_1051200/full_text/한국교통대학교 공직자의 이해충돌 방지제도 운영지침.hwp
EXACT-3d813ac3f598,GDL-e4f7344f8716,exact_duplicate,GDL-e4f7344f8716,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/학사관리과/GUIDE-801125AD540F_강의 관리 지침/한국교통대학교 강의 관리 지침 일부 개정(2021. 2. 18 지침 제341호).hwp
EXACT-3d813ac3f598,GDL-e4f7344f8716,exact_duplicate,GDL-e4f7344f8716,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-801125AD540F/versions/2021-02-18_1040137/full_text/한국교통대학교 강의 관리 지침 일부 개정(2021. 2. 18 지침 제341호).hwp
EXACT-3e4a808a8ad6,GDL-9aa8530138de,exact_duplicate,GDL-9aa8530138de,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/입학홍보과/GUIDE-13392D6EFF31_UI 관리지침/(제282호 공포문)한국교통대학교  UI 관리지침.hwp
EXACT-3e4a808a8ad6,GDL-9aa8530138de,exact_duplicate,GDL-9aa8530138de,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-13392D6EFF31/versions/2020-08-03_1057672/full_text/(제282호 공포문)한국교통대학교  UI 관리지침.hwp
EXACT-3e5e37440a32,GDL-90f9dfe2a532,exact_duplicate,GDL-90f9dfe2a532,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-FDA61F112749/versions/2023-01-09_1058152/full_text/한국교통대학교 연구소 설립·운영에 관한 지침(2023.01.09. 지침 제469호).hwp
EXACT-3fac4725c780,GDL-48778f914b35,exact_duplicate,GDL-48778f914b35,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-6BBEE6543AB2/versions/2019-11-05_1028267/full_text/총학생회 회칙_2019.11.5. 지침 제232호.hwp
EXACT-3fca3da16ba3,GDL-def4cb27d978,exact_duplicate,GDL-def4cb27d978,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-19AA0C0541F0/versions/2022-01-07_1048449/full_text/한국교통대학교 정책연구과제 관리 지침.hwp
EXACT-4018804b2778,GDL-88b3d97c4ff2,exact_duplicate,GDL-88b3d97c4ff2,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-5CB19EFEA6BD/versions/2020-03-01_1030945/other/한국교통대학교 장학금 관리지침 일부개정(공포2020.2.18 제250호).hwp
EXACT-404af784aa46,GDL-fa4e6c45fa6c,exact_duplicate,GDL-fa4e6c45fa6c,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-E7A1342348A5/versions/2026-03-10_1086942/amendment_reason/국립한국교통대학교 국립대학 육성사업 관리 운영 지침 일부개정(개정사유 등).hwp
EXACT-40c834930c7e,GDL-110d89773d7f,exact_duplicate,GDL-110d89773d7f,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/산학협력단/GUIDE-8130511268CF_산학협력단 연구비관리규정 세부시행지침/연구비관리규정세부시행지침[2016.07.25)].pdf
EXACT-40c834930c7e,GDL-110d89773d7f,exact_duplicate,GDL-110d89773d7f,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-8130511268CF/versions/2016-07-25_5125/full_text/연구비관리규정세부시행지침[2016.07.25)].pdf
EXACT-40e832fa4e54,GDL-9c9e3914231c,exact_duplicate,GDL-9c9e3914231c,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-DC9C3ACD4CAC/versions/2019-03-18_1023710/other/증평생활관 관생수칙(2019. 3.18. 제193호).hwp
EXACT-4200ce766373,GDL-67f31fdb7fc8,exact_duplicate,GDL-67f31fdb7fc8,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-CB4C01F6F50F/versions/2021-07-30_1044061/full_text/[붙임1] 한국교통대학교 학과평가 지침 개정_20210730.hwp
EXACT-424a89c2d69f,GDL-bb497867e58f,exact_duplicate,GDL-bb497867e58f,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/학사관리과/GUIDE-0FE11435F59A_교육과정 인증에 관한 운영지침/한국교통대학교 교육과정 인증에 관한 운영 지침(개정 2023.10.11. 제504호).hwp
EXACT-424a89c2d69f,GDL-bb497867e58f,exact_duplicate,GDL-bb497867e58f,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-0FE11435F59A/versions/2023-10-11_1064043/full_text/한국교통대학교 교육과정 인증에 관한 운영 지침(개정 2023.10.11. 제504호).hwp
EXACT-425953d5f2e5,GDL-7e74e84ba6d1,exact_duplicate,GDL-7e74e84ba6d1,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,"sources/raw/guidelines/sources/university_guidelines/current/총무과/GUIDE-7DDDB9B8F10C_정보공개 운영 지침 ,/한국교통대학교 정보공개 운영 지침(제376호).hwp"
EXACT-425953d5f2e5,GDL-7e74e84ba6d1,exact_duplicate,GDL-7e74e84ba6d1,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-7DDDB9B8F10C/versions/2021-06-23_1043265/full_text/한국교통대학교 정보공개 운영 지침(제376호).hwp
EXACT-43606c2fed28,GDL-e4f7344f8716,exact_duplicate,GDL-e4f7344f8716,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-801125AD540F/versions/2023-03-15_1059504/other/강의관리지침 일부개정(2023.3.15.지침제475호).hwp
EXACT-437a784ee1c7,GDL-9d2d1bc304a8,exact_duplicate,GDL-9d2d1bc304a8,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/입학관리본부/GUIDE-C0D09A8E7F79_대학원 장학운영지침/대학원 장학 운영지침(20150325).hwp
EXACT-437a784ee1c7,GDL-9d2d1bc304a8,exact_duplicate,GDL-9d2d1bc304a8,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-C0D09A8E7F79/versions/2015-04-23_5091/full_text/대학원 장학 운영지침(20150325).hwp
EXACT-43c7478d342b,GDL-90f9dfe2a532,exact_duplicate,GDL-90f9dfe2a532,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/current/산학협력단/GUIDE-94522F6E00DC_연구소 설립 운영에 관한 지침/한국교통대학교 연구소 설립 운영에 관한 지침(2022.11.29. 지침 제462호).hwp
EXACT-43c7478d342b,GDL-90f9dfe2a532,exact_duplicate,GDL-90f9dfe2a532,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-94522F6E00DC/versions/2022-11-29_1057129/full_text/한국교통대학교 연구소 설립 운영에 관한 지침(2022.11.29. 지침 제462호).hwp
EXACT-44909b625a3e,GDL-dfe55f634cfc,exact_duplicate,GDL-dfe55f634cfc,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-AB2969DC6914/versions/2020-10-28_1036825/full_text/02_한국교통대학교 전임교원 신규채용 전형지침 일부개정 전문안.hwp
EXACT-44a2baa62747,GDL-ab80c302ea7b,exact_duplicate,GDL-ab80c302ea7b,True,논리 버전 하나로 연결하고 출처 발생 경로 보존,sources/raw/guidelines/sources/university_guidelines/archive/GUIDE-1C292ECD8FC6/versions/2024-07-10_1072174/other/의왕생활관 관생생활수칙.hwp
